Lot No.,Batch No.,Vm,t5
2021-12-12,21,38.3 ,3.09 
2021-12-12,23,38.7 ,3.04 
2021-12-12,25,38.8 ,3.01 
2021-12-12,27,38.5 ,3.04 
2021-12-12,29,38.7 ,2.56 
2021-12-14,1,37.5 ,3.04 
2021-12-14,3,36.8 ,3.08 
2021-12-14,5,37.0 ,3.04 
2021-12-14,7,37.4 ,3.01 
2021-12-14,9,37.7 ,3.09 
2021-12-14,11,38.0 ,3.04 
2021-12-14,13,37.9 ,3.06 
2021-12-14,15,37.0 ,3.08 
2021-12-14,17,36.1 ,3.12 
2021-12-14,19,35.9 ,3.04 
2021-12-14,21,36.5 ,3.09 
2021-12-16,1,39.0 ,3.16 
2021-12-16,3,39.0 ,3.09 
2021-12-16,5,38.5 ,3.24 
2021-12-16,7,38.6 ,3.21 
2021-12-16,9,39.0 ,3.17 
2021-12-16,11,38.9 ,3.10 
2021-12-16,13,38.3 ,3.20 
2021-12-16,15,38.2 ,3.19 
2021-12-16,17,38.5 ,3.26 
2021-12-16,19,39.2 ,3.35 
2021-12-16,21,39.1 ,3.16 
2021-12-16,23,39.4 ,3.16 
2021-12-16,25,39.5 ,3.11 
2021-12-16,27,39.7 ,3.11 
2021-12-16,29,39.6 ,3.07 
2021-12-16,31,38.8 ,3.14 
2021-12-16,33,38.8 ,3.23 
2021-12-16,35,38.8 ,3.15 
2021-12-16,37,39.1 ,3.38 
2021-12-16,39,39.6 ,3.10 
2021-12-16,41,39.5 ,3.14 
2021-12-16,43,38.5 ,3.18 
2021-12-16,45,38.3 ,3.25 
2021-12-17,1,38.9 ,3.13 
2021-12-17,3,38.3 ,3.31 
2021-12-17,5,38.7 ,3.26 
2021-12-17,7,38.9 ,3.24 
2021-12-17,9,38.7 ,3.27 
2021-12-17,11,38.1 ,3.36 
2021-12-17,13,37.5 ,3.28 
2021-12-17,15,38.2 ,3.26 
2021-12-17,17,38.5 ,3.25 
2021-12-17,19,38.4 ,3.26 
2021-12-17,21,38.5 ,3.27 
2021-12-17,23,38.9 ,3.24 
2021-12-17,25,38.3 ,3.10 
2021-12-17,27,36.4 ,3.46 
2021-12-17,29,37.9 ,3.32 
2021-12-17,31,38.1 ,3.41 
2021-12-17,33,38.3 ,3.28 
2021-12-17,35,38.3 ,3.26 
2021-12-17,37,38.4 ,3.24 
2021-12-17,39,37.8 ,3.52 
2021-12-17,41,37.8 ,3.44 
2021-12-19,1,37.5 ,3.22 
2021-12-19,3,37.6 ,3.22 
2021-12-19,5,37.6 ,3.26 
2021-12-19,7,37.4 ,3.20 
2021-12-19,9,37.4 ,3.22 
2021-12-19,11,38.0 ,3.13 
2021-12-19,13,37.4 ,3.10 
2021-12-19,15,37.1 ,3.20 
2021-12-19,17,37.8 ,3.31 
2021-12-19,19,37.9 ,3.20 
2021-12-19,21,38.4 ,3.22 
2021-12-19,23,39.6 ,3.07 
2021-12-19,25,38.5 ,3.21 
2021-12-19,27,38.3 ,3.25 
2021-12-19,29,38.9 ,3.19 
2021-12-19,31,38.4 ,3.16 
2021-12-19,33,38.5 ,3.16 
2021-12-19,35,39.3 ,3.08 
2021-12-19,37,39.2 ,3.14 
2021-12-19,39,39.1 ,3.20 
2021-12-19,41,38.7 ,3.19 
2021-12-21,1,38.0 ,3.15 
2021-12-21,3,37.7 ,3.26 
2021-12-21,5,38.2 ,3.19 
2021-12-21,7,37.7 ,3.21 
2021-12-21,9,37.6 ,3.19 
2021-12-21,11,38.0 ,3.16 
2021-12-21,13,38.0 ,3.07 
2021-12-21,15,38.6 ,3.03 
2021-12-21,17,38.0 ,3.13 
2021-12-21,19,37.9 ,3.20 
2021-12-21,21,37.7 ,3.22 
2021-12-21,23,37.9 ,3.18 
2021-12-21,25,38.5 ,3.16 
2021-12-21,27,37.8 ,3.11 
2021-12-21,29,37.5 ,3.21 
2021-12-21,31,37.9 ,3.17 
2021-12-21,33,37.8 ,3.11 
2021-12-23,1,39.2 ,3.21 
2021-12-23,3,39.2 ,3.21 
2021-12-23,5,39.2 ,3.37 
2021-12-23,7,38.8 ,3.25 
2021-12-23,9,39.2 ,3.30 
2021-12-23,11,38.8 ,3.10 
2021-12-24,1,38.1 ,3.31 
2021-12-24,3,37.8 ,3.30 
2021-12-24,5,38.2 ,3.53 
2021-12-24,7,38.4 ,3.22 
2021-12-24,9,39.3 ,3.23 
2021-12-24,11,39.6 ,3.14 
2021-12-24,13,38.6 ,3.24 
2021-12-24,15,38.9 ,3.21 
2021-12-24,17,38.2 ,3.21 
2021-12-24,19,38.0 ,3.15 
2021-12-24,21,38.4 ,3.18 
2021-12-24,23,38.6 ,3.15 
2021-12-29,1,39.3 ,3.22 
2021-12-29,3,38.5 ,3.33 
2021-12-29,5,39.2 ,3.26 
2021-12-29,7,38.7 ,3.30 
2021-12-29,9,38.8 ,3.32 
2021-12-29,11,38.0 ,3.30 
2021-12-29,13,38.1 ,3.31 
2021-12-29,15,38.4 ,3.23 
2021-12-29,17,39.4 ,3.24 
